DatetimeBegin UTC+01;date_beg_UTC_00;Concentration;AirQualityStationEoICode;AirPollutant;AveragingTime;;;DatetimeEnd
20.09.2022 00:00;19.09.2022 23:00;20.19;PL0012A;PM10;hour;;;2022-09-20 01:00:00 +01:00
20.09.2022 01:00;20.09.2022 00:00;21.34;PL0012A;PM10;hour;;;2022-09-20 02:00:00 +01:00
20.09.2022 02:00;20.09.2022 01:00;21.64;PL0012A;PM10;hour;;;2022-09-20 03:00:00 +01:00
20.09.2022 03:00;20.09.2022 02:00;21.50;PL0012A;PM10;hour;;;2022-09-20 04:00:00 +01:00
20.09.2022 04:00;20.09.2022 03:00;23.35;PL0012A;PM10;hour;;;2022-09-20 05:00:00 +01:00
20.09.2022 05:00;20.09.2022 04:00;25.28;PL0012A;PM10;hour;;;2022-09-20 06:00:00 +01:00
20.09.2022 06:00;20.09.2022 05:00;39.60;PL0012A;PM10;hour;;;2022-09-20 07:00:00 +01:00
20.09.2022 07:00;20.09.2022 06:00;45.68;PL0012A;PM10;hour;;;2022-09-20 08:00:00 +01:00
20.09.2022 08:00;20.09.2022 07:00;40.18;PL0012A;PM10;hour;;;2022-09-20 09:00:00 +01:00
20.09.2022 09:00;20.09.2022 08:00;31.87;PL0012A;PM10;hour;;;2022-09-20 10:00:00 +01:00
20.09.2022 10:00;20.09.2022 09:00;22.84;PL0012A;PM10;hour;;;2022-09-20 11:00:00 +01:00
20.09.2022 11:00;20.09.2022 10:00;15.96;PL0012A;PM10;hour;;;2022-09-20 12:00:00 +01:00
20.09.2022 12:00;20.09.2022 11:00;15.40;PL0012A;PM10;hour;;;2022-09-20 13:00:00 +01:00
20.09.2022 13:00;20.09.2022 12:00;16.80;PL0012A;PM10;hour;;;2022-09-20 14:00:00 +01:00
20.09.2022 14:00;20.09.2022 13:00;15.02;PL0012A;PM10;hour;;;2022-09-20 15:00:00 +01:00
20.09.2022 15:00;20.09.2022 14:00;12.60;PL0012A;PM10;hour;;;2022-09-20 16:00:00 +01:00
20.09.2022 16:00;20.09.2022 15:00;16.95;PL0012A;PM10;hour;;;2022-09-20 17:00:00 +01:00
20.09.2022 17:00;20.09.2022 16:00;15.78;PL0012A;PM10;hour;;;2022-09-20 18:00:00 +01:00
20.09.2022 18:00;20.09.2022 17:00;13.66;PL0012A;PM10;hour;;;2022-09-20 19:00:00 +01:00
20.09.2022 19:00;20.09.2022 18:00;22.42;PL0012A;PM10;hour;;;2022-09-20 20:00:00 +01:00
20.09.2022 20:00;20.09.2022 19:00;28.59;PL0012A;PM10;hour;;;2022-09-20 21:00:00 +01:00
20.09.2022 21:00;20.09.2022 20:00;35.43;PL0012A;PM10;hour;;;2022-09-20 22:00:00 +01:00
20.09.2022 22:00;20.09.2022 21:00;36.07;PL0012A;PM10;hour;;;2022-09-20 23:00:00 +01:00
20.09.2022 23:00;20.09.2022 22:00;39.12;PL0012A;PM10;hour;;;2022-09-21 00:00:00 +01:00
21.09.2022 00:00;20.09.2022 23:00;35.79;PL0012A;PM10;hour;;;2022-09-21 01:00:00 +01:00
21.09.2022 01:00;21.09.2022 00:00;29.62;PL0012A;PM10;hour;;;2022-09-21 02:00:00 +01:00
21.09.2022 02:00;21.09.2022 01:00;31.18;PL0012A;PM10;hour;;;2022-09-21 03:00:00 +01:00
21.09.2022 03:00;21.09.2022 02:00;32.47;PL0012A;PM10;hour;;;2022-09-21 04:00:00 +01:00
21.09.2022 04:00;21.09.2022 03:00;32.10;PL0012A;PM10;hour;;;2022-09-21 05:00:00 +01:00
21.09.2022 05:00;21.09.2022 04:00;35.03;PL0012A;PM10;hour;;;2022-09-21 06:00:00 +01:00
21.09.2022 06:00;21.09.2022 05:00;31.81;PL0012A;PM10;hour;;;2022-09-21 07:00:00 +01:00
21.09.2022 07:00;21.09.2022 06:00;33.06;PL0012A;PM10;hour;;;2022-09-21 08:00:00 +01:00
21.09.2022 08:00;21.09.2022 07:00;37.76;PL0012A;PM10;hour;;;2022-09-21 09:00:00 +01:00
21.09.2022 09:00;21.09.2022 08:00;22.54;PL0012A;PM10;hour;;;2022-09-21 10:00:00 +01:00
21.09.2022 10:00;21.09.2022 09:00;17.41;PL0012A;PM10;hour;;;2022-09-21 11:00:00 +01:00
21.09.2022 11:00;21.09.2022 10:00;20.52;PL0012A;PM10;hour;;;2022-09-21 12:00:00 +01:00
21.09.2022 12:00;21.09.2022 11:00;15.88;PL0012A;PM10;hour;;;2022-09-21 13:00:00 +01:00
21.09.2022 13:00;21.09.2022 12:00;23.19;PL0012A;PM10;hour;;;2022-09-21 14:00:00 +01:00
21.09.2022 14:00;21.09.2022 13:00;18.12;PL0012A;PM10;hour;;;2022-09-21 15:00:00 +01:00
21.09.2022 15:00;21.09.2022 14:00;16.49;PL0012A;PM10;hour;;;2022-09-21 16:00:00 +01:00
21.09.2022 16:00;21.09.2022 15:00;15.94;PL0012A;PM10;hour;;;2022-09-21 17:00:00 +01:00
21.09.2022 17:00;21.09.2022 16:00;13.04;PL0012A;PM10;hour;;;2022-09-21 18:00:00 +01:00
21.09.2022 18:00;21.09.2022 17:00;11.28;PL0012A;PM10;hour;;;2022-09-21 19:00:00 +01:00
21.09.2022 19:00;21.09.2022 18:00;17.07;PL0012A;PM10;hour;;;2022-09-21 20:00:00 +01:00
21.09.2022 20:00;21.09.2022 19:00;31.42;PL0012A;PM10;hour;;;2022-09-21 21:00:00 +01:00
21.09.2022 21:00;21.09.2022 20:00;34.07;PL0012A;PM10;hour;;;2022-09-21 22:00:00 +01:00
21.09.2022 22:00;21.09.2022 21:00;39.14;PL0012A;PM10;hour;;;2022-09-21 23:00:00 +01:00
21.09.2022 23:00;21.09.2022 22:00;39.19;PL0012A;PM10;hour;;;2022-09-22 00:00:00 +01:00
24.09.2022 00:00;23.09.2022 23:00;56.34;PL0012A;PM10;hour;;;2022-09-24 01:00:00 +01:00
24.09.2022 01:00;24.09.2022 00:00;52.99;PL0012A;PM10;hour;;;2022-09-24 02:00:00 +01:00
24.09.2022 02:00;24.09.2022 01:00;52.27;PL0012A;PM10;hour;;;2022-09-24 03:00:00 +01:00
24.09.2022 03:00;24.09.2022 02:00;49.31;PL0012A;PM10;hour;;;2022-09-24 04:00:00 +01:00
24.09.2022 04:00;24.09.2022 03:00;40.16;PL0012A;PM10;hour;;;2022-09-24 05:00:00 +01:00
24.09.2022 05:00;24.09.2022 04:00;50.29;PL0012A;PM10;hour;;;2022-09-24 06:00:00 +01:00
24.09.2022 06:00;24.09.2022 05:00;49.95;PL0012A;PM10;hour;;;2022-09-24 07:00:00 +01:00
24.09.2022 07:00;24.09.2022 06:00;51.65;PL0012A;PM10;hour;;;2022-09-24 08:00:00 +01:00
24.09.2022 08:00;24.09.2022 07:00;47.80;PL0012A;PM10;hour;;;2022-09-24 09:00:00 +01:00
24.09.2022 09:00;24.09.2022 08:00;41.08;PL0012A;PM10;hour;;;2022-09-24 10:00:00 +01:00
24.09.2022 10:00;24.09.2022 09:00;41.45;PL0012A;PM10;hour;;;2022-09-24 11:00:00 +01:00
24.09.2022 11:00;24.09.2022 10:00;39.20;PL0012A;PM10;hour;;;2022-09-24 12:00:00 +01:00
24.09.2022 12:00;24.09.2022 11:00;25.43;PL0012A;PM10;hour;;;2022-09-24 13:00:00 +01:00
24.09.2022 13:00;24.09.2022 12:00;16.57;PL0012A;PM10;hour;;;2022-09-24 14:00:00 +01:00
24.09.2022 14:00;24.09.2022 13:00;15.92;PL0012A;PM10;hour;;;2022-09-24 15:00:00 +01:00
24.09.2022 15:00;24.09.2022 14:00;16.32;PL0012A;PM10;hour;;;2022-09-24 16:00:00 +01:00
24.09.2022 16:00;24.09.2022 15:00;19.07;PL0012A;PM10;hour;;;2022-09-24 17:00:00 +01:00
24.09.2022 17:00;24.09.2022 16:00;26.15;PL0012A;PM10;hour;;;2022-09-24 18:00:00 +01:00
24.09.2022 18:00;24.09.2022 17:00;42.11;PL0012A;PM10;hour;;;2022-09-24 19:00:00 +01:00
24.09.2022 19:00;24.09.2022 18:00;50.94;PL0012A;PM10;hour;;;2022-09-24 20:00:00 +01:00
24.09.2022 20:00;24.09.2022 19:00;44.08;PL0012A;PM10;hour;;;2022-09-24 21:00:00 +01:00
24.09.2022 21:00;24.09.2022 20:00;39.19;PL0012A;PM10;hour;;;2022-09-24 22:00:00 +01:00
24.09.2022 22:00;24.09.2022 21:00;38.39;PL0012A;PM10;hour;;;2022-09-24 23:00:00 +01:00
24.09.2022 23:00;24.09.2022 22:00;44.69;PL0012A;PM10;hour;;;2022-09-25 00:00:00 +01:00
25.09.2022 00:00;24.09.2022 23:00;42.48;PL0012A;PM10;hour;;;2022-09-25 01:00:00 +01:00
25.09.2022 01:00;25.09.2022 00:00;41.85;PL0012A;PM10;hour;;;2022-09-25 02:00:00 +01:00
25.09.2022 02:00;25.09.2022 01:00;44.80;PL0012A;PM10;hour;;;2022-09-25 03:00:00 +01:00
25.09.2022 03:00;25.09.2022 02:00;47.79;PL0012A;PM10;hour;;;2022-09-25 04:00:00 +01:00
25.09.2022 04:00;25.09.2022 03:00;50.14;PL0012A;PM10;hour;;;2022-09-25 05:00:00 +01:00
25.09.2022 05:00;25.09.2022 04:00;49.04;PL0012A;PM10;hour;;;2022-09-25 06:00:00 +01:00
25.09.2022 06:00;25.09.2022 05:00;49.73;PL0012A;PM10;hour;;;2022-09-25 07:00:00 +01:00
25.09.2022 07:00;25.09.2022 06:00;48.14;PL0012A;PM10;hour;;;2022-09-25 08:00:00 +01:00
25.09.2022 08:00;25.09.2022 07:00;50.43;PL0012A;PM10;hour;;;2022-09-25 09:00:00 +01:00
25.09.2022 09:00;25.09.2022 08:00;38.59;PL0012A;PM10;hour;;;2022-09-25 10:00:00 +01:00
25.09.2022 10:00;25.09.2022 09:00;36.93;PL0012A;PM10;hour;;;2022-09-25 11:00:00 +01:00
25.09.2022 11:00;25.09.2022 10:00;43.53;PL0012A;PM10;hour;;;2022-09-25 12:00:00 +01:00
25.09.2022 12:00;25.09.2022 11:00;42.16;PL0012A;PM10;hour;;;2022-09-25 13:00:00 +01:00
25.09.2022 13:00;25.09.2022 12:00;40.99;PL0012A;PM10;hour;;;2022-09-25 14:00:00 +01:00
25.09.2022 14:00;25.09.2022 13:00;38.43;PL0012A;PM10;hour;;;2022-09-25 15:00:00 +01:00
25.09.2022 15:00;25.09.2022 14:00;40.50;PL0012A;PM10;hour;;;2022-09-25 16:00:00 +01:00
25.09.2022 16:00;25.09.2022 15:00;47.17;PL0012A;PM10;hour;;;2022-09-25 17:00:00 +01:00
25.09.2022 17:00;25.09.2022 16:00;46.09;PL0012A;PM10;hour;;;2022-09-25 18:00:00 +01:00
25.09.2022 18:00;25.09.2022 17:00;48.72;PL0012A;PM10;hour;;;2022-09-25 19:00:00 +01:00
25.09.2022 19:00;25.09.2022 18:00;52.63;PL0012A;PM10;hour;;;2022-09-25 20:00:00 +01:00
25.09.2022 20:00;25.09.2022 19:00;49.35;PL0012A;PM10;hour;;;2022-09-25 21:00:00 +01:00
25.09.2022 21:00;25.09.2022 20:00;47.53;PL0012A;PM10;hour;;;2022-09-25 22:00:00 +01:00
25.09.2022 22:00;25.09.2022 21:00;52.06;PL0012A;PM10;hour;;;2022-09-25 23:00:00 +01:00
25.09.2022 23:00;25.09.2022 22:00;47.04;PL0012A;PM10;hour;;;2022-09-26 00:00:00 +01:00
26.09.2022 00:00;25.09.2022 23:00;49.20;PL0012A;PM10;hour;;;2022-09-26 01:00:00 +01:00
26.09.2022 01:00;26.09.2022 00:00;48.10;PL0012A;PM10;hour;;;2022-09-26 02:00:00 +01:00
26.09.2022 02:00;26.09.2022 01:00;51.61;PL0012A;PM10;hour;;;2022-09-26 03:00:00 +01:00
26.09.2022 03:00;26.09.2022 02:00;51.36;PL0012A;PM10;hour;;;2022-09-26 04:00:00 +01:00
26.09.2022 04:00;26.09.2022 03:00;51.30;PL0012A;PM10;hour;;;2022-09-26 05:00:00 +01:00
26.09.2022 05:00;26.09.2022 04:00;59.21;PL0012A;PM10;hour;;;2022-09-26 06:00:00 +01:00
26.09.2022 06:00;26.09.2022 05:00;63.03;PL0012A;PM10;hour;;;2022-09-26 07:00:00 +01:00
26.09.2022 07:00;26.09.2022 06:00;69.59;PL0012A;PM10;hour;;;2022-09-26 08:00:00 +01:00
26.09.2022 08:00;26.09.2022 07:00;95.41;PL0012A;PM10;hour;;;2022-09-26 09:00:00 +01:00
26.09.2022 09:00;26.09.2022 08:00;75.58;PL0012A;PM10;hour;;;2022-09-26 10:00:00 +01:00
26.09.2022 10:00;26.09.2022 09:00;78.18;PL0012A;PM10;hour;;;2022-09-26 11:00:00 +01:00
26.09.2022 11:00;26.09.2022 10:00;69.00;PL0012A;PM10;hour;;;2022-09-26 12:00:00 +01:00
26.09.2022 12:00;26.09.2022 11:00;48.91;PL0012A;PM10;hour;;;2022-09-26 13:00:00 +01:00
26.09.2022 13:00;26.09.2022 12:00;34.48;PL0012A;PM10;hour;;;2022-09-26 14:00:00 +01:00
26.09.2022 14:00;26.09.2022 13:00;33.99;PL0012A;PM10;hour;;;2022-09-26 15:00:00 +01:00
26.09.2022 15:00;26.09.2022 14:00;33.11;PL0012A;PM10;hour;;;2022-09-26 16:00:00 +01:00
26.09.2022 16:00;26.09.2022 15:00;36.17;PL0012A;PM10;hour;;;2022-09-26 17:00:00 +01:00
26.09.2022 17:00;26.09.2022 16:00;51.32;PL0012A;PM10;hour;;;2022-09-26 18:00:00 +01:00
26.09.2022 18:00;26.09.2022 17:00;49.17;PL0012A;PM10;hour;;;2022-09-26 19:00:00 +01:00
26.09.2022 19:00;26.09.2022 18:00;40.50;PL0012A;PM10;hour;;;2022-09-26 20:00:00 +01:00
26.09.2022 22:00;26.09.2022 21:00;35.05;PL0012A;PM10;hour;;;2022-09-26 23:00:00 +01:00
26.09.2022 23:00;26.09.2022 22:00;37.33;PL0012A;PM10;hour;;;2022-09-27 00:00:00 +01:00
27.09.2022 00:00;26.09.2022 23:00;34.65;PL0012A;PM10;hour;;;2022-09-27 01:00:00 +01:00
27.09.2022 01:00;27.09.2022 00:00;33.19;PL0012A;PM10;hour;;;2022-09-27 02:00:00 +01:00
27.09.2022 02:00;27.09.2022 01:00;31.18;PL0012A;PM10;hour;;;2022-09-27 03:00:00 +01:00
27.09.2022 03:00;27.09.2022 02:00;29.10;PL0012A;PM10;hour;;;2022-09-27 04:00:00 +01:00
27.09.2022 04:00;27.09.2022 03:00;32.05;PL0012A;PM10;hour;;;2022-09-27 05:00:00 +01:00
27.09.2022 05:00;27.09.2022 04:00;33.25;PL0012A;PM10;hour;;;2022-09-27 06:00:00 +01:00
27.09.2022 06:00;27.09.2022 05:00;42.07;PL0012A;PM10;hour;;;2022-09-27 07:00:00 +01:00
27.09.2022 07:00;27.09.2022 06:00;64.26;PL0012A;PM10;hour;;;2022-09-27 08:00:00 +01:00
27.09.2022 08:00;27.09.2022 07:00;74.16;PL0012A;PM10;hour;;;2022-09-27 09:00:00 +01:00
27.09.2022 09:00;27.09.2022 08:00;68.05;PL0012A;PM10;hour;;;2022-09-27 10:00:00 +01:00
27.09.2022 10:00;27.09.2022 09:00;55.74;PL0012A;PM10;hour;;;2022-09-27 11:00:00 +01:00
27.09.2022 11:00;27.09.2022 10:00;36.42;PL0012A;PM10;hour;;;2022-09-27 12:00:00 +01:00
27.09.2022 12:00;27.09.2022 11:00;31.89;PL0012A;PM10;hour;;;2022-09-27 13:00:00 +01:00
27.09.2022 13:00;27.09.2022 12:00;28.47;PL0012A;PM10;hour;;;2022-09-27 14:00:00 +01:00
27.09.2022 14:00;27.09.2022 13:00;45.07;PL0012A;PM10;hour;;;2022-09-27 15:00:00 +01:00
27.09.2022 15:00;27.09.2022 14:00;23.60;PL0012A;PM10;hour;;;2022-09-27 16:00:00 +01:00
27.09.2022 16:00;27.09.2022 15:00;20.29;PL0012A;PM10;hour;;;2022-09-27 17:00:00 +01:00
27.09.2022 17:00;27.09.2022 16:00;20.70;PL0012A;PM10;hour;;;2022-09-27 18:00:00 +01:00
27.09.2022 18:00;27.09.2022 17:00;26.52;PL0012A;PM10;hour;;;2022-09-27 19:00:00 +01:00
27.09.2022 19:00;27.09.2022 18:00;19.29;PL0012A;PM10;hour;;;2022-09-27 20:00:00 +01:00
27.09.2022 20:00;27.09.2022 19:00;23.70;PL0012A;PM10;hour;;;2022-09-27 21:00:00 +01:00
27.09.2022 21:00;27.09.2022 20:00;28.32;PL0012A;PM10;hour;;;2022-09-27 22:00:00 +01:00
27.09.2022 22:00;27.09.2022 21:00;29.16;PL0012A;PM10;hour;;;2022-09-27 23:00:00 +01:00
27.09.2022 23:00;27.09.2022 22:00;30.01;PL0012A;PM10;hour;;;2022-09-28 00:00:00 +01:00
29.09.2022 00:00;28.09.2022 23:00;9.75;PL0012A;PM10;hour;;;2022-09-29 01:00:00 +01:00
29.09.2022 01:00;29.09.2022 00:00;11.61;PL0012A;PM10;hour;;;2022-09-29 02:00:00 +01:00
29.09.2022 02:00;29.09.2022 01:00;17.73;PL0012A;PM10;hour;;;2022-09-29 03:00:00 +01:00
29.09.2022 03:00;29.09.2022 02:00;22.71;PL0012A;PM10;hour;;;2022-09-29 04:00:00 +01:00
29.09.2022 04:00;29.09.2022 03:00;25.98;PL0012A;PM10;hour;;;2022-09-29 05:00:00 +01:00
29.09.2022 05:00;29.09.2022 04:00;25.73;PL0012A;PM10;hour;;;2022-09-29 06:00:00 +01:00
29.09.2022 06:00;29.09.2022 05:00;24.46;PL0012A;PM10;hour;;;2022-09-29 07:00:00 +01:00
29.09.2022 07:00;29.09.2022 06:00;21.66;PL0012A;PM10;hour;;;2022-09-29 08:00:00 +01:00
29.09.2022 08:00;29.09.2022 07:00;21.55;PL0012A;PM10;hour;;;2022-09-29 09:00:00 +01:00
29.09.2022 09:00;29.09.2022 08:00;23.37;PL0012A;PM10;hour;;;2022-09-29 10:00:00 +01:00
29.09.2022 10:00;29.09.2022 09:00;25.26;PL0012A;PM10;hour;;;2022-09-29 11:00:00 +01:00
29.09.2022 11:00;29.09.2022 10:00;29.87;PL0012A;PM10;hour;;;2022-09-29 12:00:00 +01:00
26.09.2022 20:00;26.09.2022 19:00;38.51;PL0012A;PM10;hour;;;2022-09-26 21:00:00 +01:00
26.09.2022 21:00;26.09.2022 20:00;32.43;PL0012A;PM10;hour;;;2022-09-26 22:00:00 +01:00
29.09.2022 12:00;29.09.2022 11:00;33.85;PL0012A;PM10;hour;;;2022-09-29 13:00:00 +01:00
29.09.2022 13:00;29.09.2022 12:00;35.97;PL0012A;PM10;hour;;;2022-09-29 14:00:00 +01:00
29.09.2022 14:00;29.09.2022 13:00;25.68;PL0012A;PM10;hour;;;2022-09-29 15:00:00 +01:00
29.09.2022 15:00;29.09.2022 14:00;24.23;PL0012A;PM10;hour;;;2022-09-29 16:00:00 +01:00
29.09.2022 16:00;29.09.2022 15:00;28.13;PL0012A;PM10;hour;;;2022-09-29 17:00:00 +01:00
29.09.2022 17:00;29.09.2022 16:00;23.51;PL0012A;PM10;hour;;;2022-09-29 18:00:00 +01:00
29.09.2022 18:00;29.09.2022 17:00;25.76;PL0012A;PM10;hour;;;2022-09-29 19:00:00 +01:00
29.09.2022 19:00;29.09.2022 18:00;38.54;PL0012A;PM10;hour;;;2022-09-29 20:00:00 +01:00
29.09.2022 20:00;29.09.2022 19:00;49.81;PL0012A;PM10;hour;;;2022-09-29 21:00:00 +01:00
29.09.2022 21:00;29.09.2022 20:00;56.09;PL0012A;PM10;hour;;;2022-09-29 22:00:00 +01:00
29.09.2022 22:00;29.09.2022 21:00;51.92;PL0012A;PM10;hour;;;2022-09-29 23:00:00 +01:00
29.09.2022 23:00;29.09.2022 22:00;49.08;PL0012A;PM10;hour;;;2022-09-30 00:00:00 +01:00
30.09.2022 00:00;29.09.2022 23:00;45.63;PL0012A;PM10;hour;;;2022-09-30 01:00:00 +01:00
30.09.2022 01:00;30.09.2022 00:00;42.12;PL0012A;PM10;hour;;;2022-09-30 02:00:00 +01:00
30.09.2022 02:00;30.09.2022 01:00;42.00;PL0012A;PM10;hour;;;2022-09-30 03:00:00 +01:00
30.09.2022 03:00;30.09.2022 02:00;42.61;PL0012A;PM10;hour;;;2022-09-30 04:00:00 +01:00
30.09.2022 04:00;30.09.2022 03:00;40.13;PL0012A;PM10;hour;;;2022-09-30 05:00:00 +01:00
30.09.2022 05:00;30.09.2022 04:00;39.95;PL0012A;PM10;hour;;;2022-09-30 06:00:00 +01:00
30.09.2022 06:00;30.09.2022 05:00;75.29;PL0012A;PM10;hour;;;2022-09-30 07:00:00 +01:00
30.09.2022 07:00;30.09.2022 06:00;49.13;PL0012A;PM10;hour;;;2022-09-30 08:00:00 +01:00
30.09.2022 08:00;30.09.2022 07:00;63.46;PL0012A;PM10;hour;;;2022-09-30 09:00:00 +01:00
30.09.2022 09:00;30.09.2022 08:00;48.15;PL0012A;PM10;hour;;;2022-09-30 10:00:00 +01:00
30.09.2022 10:00;30.09.2022 09:00;49.82;PL0012A;PM10;hour;;;2022-09-30 11:00:00 +01:00
30.09.2022 11:00;30.09.2022 10:00;44.92;PL0012A;PM10;hour;;;2022-09-30 12:00:00 +01:00
30.09.2022 12:00;30.09.2022 11:00;36.01;PL0012A;PM10;hour;;;2022-09-30 13:00:00 +01:00
30.09.2022 13:00;30.09.2022 12:00;25.42;PL0012A;PM10;hour;;;2022-09-30 14:00:00 +01:00
30.09.2022 14:00;30.09.2022 13:00;17.53;PL0012A;PM10;hour;;;2022-09-30 15:00:00 +01:00
30.09.2022 15:00;30.09.2022 14:00;14.95;PL0012A;PM10;hour;;;2022-09-30 16:00:00 +01:00
30.09.2022 16:00;30.09.2022 15:00;16.99;PL0012A;PM10;hour;;;2022-09-30 17:00:00 +01:00
30.09.2022 17:00;30.09.2022 16:00;17.06;PL0012A;PM10;hour;;;2022-09-30 18:00:00 +01:00
30.09.2022 18:00;30.09.2022 17:00;35.88;PL0012A;PM10;hour;;;2022-09-30 19:00:00 +01:00
30.09.2022 19:00;30.09.2022 18:00;42.34;PL0012A;PM10;hour;;;2022-09-30 20:00:00 +01:00
30.09.2022 20:00;30.09.2022 19:00;45.64;PL0012A;PM10;hour;;;2022-09-30 21:00:00 +01:00
30.09.2022 21:00;30.09.2022 20:00;38.61;PL0012A;PM10;hour;;;2022-09-30 22:00:00 +01:00
30.09.2022 22:00;30.09.2022 21:00;38.85;PL0012A;PM10;hour;;;2022-09-30 23:00:00 +01:00
01.10.2022 00:00;30.09.2022 23:00;35.50;PL0012A;PM10;hour;;;2022-10-01 01:00:00 +01:00
01.10.2022 01:00;01.10.2022 00:00;37.81;PL0012A;PM10;hour;;;2022-10-01 02:00:00 +01:00
01.10.2022 02:00;01.10.2022 01:00;38.89;PL0012A;PM10;hour;;;2022-10-01 03:00:00 +01:00
01.10.2022 03:00;01.10.2022 02:00;37.64;PL0012A;PM10;hour;;;2022-10-01 04:00:00 +01:00
01.10.2022 04:00;01.10.2022 03:00;39.12;PL0012A;PM10;hour;;;2022-10-01 05:00:00 +01:00
01.10.2022 05:00;01.10.2022 04:00;45.42;PL0012A;PM10;hour;;;2022-10-01 06:00:00 +01:00
01.10.2022 06:00;01.10.2022 05:00;45.61;PL0012A;PM10;hour;;;2022-10-01 07:00:00 +01:00
01.10.2022 07:00;01.10.2022 06:00;47.56;PL0012A;PM10;hour;;;2022-10-01 08:00:00 +01:00
01.10.2022 08:00;01.10.2022 07:00;52.83;PL0012A;PM10;hour;;;2022-10-01 09:00:00 +01:00
01.10.2022 09:00;01.10.2022 08:00;61.09;PL0012A;PM10;hour;;;2022-10-01 10:00:00 +01:00
01.10.2022 10:00;01.10.2022 09:00;88.71;PL0012A;PM10;hour;;;2022-10-01 11:00:00 +01:00
01.10.2022 11:00;01.10.2022 10:00;51.80;PL0012A;PM10;hour;;;2022-10-01 12:00:00 +01:00
01.10.2022 12:00;01.10.2022 11:00;54.28;PL0012A;PM10;hour;;;2022-10-01 13:00:00 +01:00
01.10.2022 13:00;01.10.2022 12:00;43.45;PL0012A;PM10;hour;;;2022-10-01 14:00:00 +01:00
01.10.2022 14:00;01.10.2022 13:00;35.98;PL0012A;PM10;hour;;;2022-10-01 15:00:00 +01:00
01.10.2022 15:00;01.10.2022 14:00;36.43;PL0012A;PM10;hour;;;2022-10-01 16:00:00 +01:00
01.10.2022 16:00;01.10.2022 15:00;36.21;PL0012A;PM10;hour;;;2022-10-01 17:00:00 +01:00
01.10.2022 17:00;01.10.2022 16:00;45.04;PL0012A;PM10;hour;;;2022-10-01 18:00:00 +01:00
01.10.2022 18:00;01.10.2022 17:00;54.45;PL0012A;PM10;hour;;;2022-10-01 19:00:00 +01:00
01.10.2022 19:00;01.10.2022 18:00;63.52;PL0012A;PM10;hour;;;2022-10-01 20:00:00 +01:00
01.10.2022 20:00;01.10.2022 19:00;35.16;PL0012A;PM10;hour;;;2022-10-01 21:00:00 +01:00
01.10.2022 21:00;01.10.2022 20:00;15.21;PL0012A;PM10;hour;;;2022-10-01 22:00:00 +01:00
01.10.2022 22:00;01.10.2022 21:00;14.38;PL0012A;PM10;hour;;;2022-10-01 23:00:00 +01:00
01.10.2022 23:00;01.10.2022 22:00;13.38;PL0012A;PM10;hour;;;2022-10-02 00:00:00 +01:00
02.10.2022 00:00;01.10.2022 23:00;11.74;PL0012A;PM10;hour;;;2022-10-02 01:00:00 +01:00
02.10.2022 01:00;02.10.2022 00:00;10.89;PL0012A;PM10;hour;;;2022-10-02 02:00:00 +01:00
02.10.2022 02:00;02.10.2022 01:00;9.52;PL0012A;PM10;hour;;;2022-10-02 03:00:00 +01:00
02.10.2022 03:00;02.10.2022 02:00;10.72;PL0012A;PM10;hour;;;2022-10-02 04:00:00 +01:00
02.10.2022 04:00;02.10.2022 03:00;11.06;PL0012A;PM10;hour;;;2022-10-02 05:00:00 +01:00
02.10.2022 05:00;02.10.2022 04:00;12.66;PL0012A;PM10;hour;;;2022-10-02 06:00:00 +01:00
02.10.2022 06:00;02.10.2022 05:00;11.86;PL0012A;PM10;hour;;;2022-10-02 07:00:00 +01:00
02.10.2022 07:00;02.10.2022 06:00;11.84;PL0012A;PM10;hour;;;2022-10-02 08:00:00 +01:00
02.10.2022 08:00;02.10.2022 07:00;12.70;PL0012A;PM10;hour;;;2022-10-02 09:00:00 +01:00
02.10.2022 09:00;02.10.2022 08:00;14.21;PL0012A;PM10;hour;;;2022-10-02 10:00:00 +01:00
02.10.2022 10:00;02.10.2022 09:00;13.09;PL0012A;PM10;hour;;;2022-10-02 11:00:00 +01:00
02.10.2022 11:00;02.10.2022 10:00;12.49;PL0012A;PM10;hour;;;2022-10-02 12:00:00 +01:00
02.10.2022 12:00;02.10.2022 11:00;12.52;PL0012A;PM10;hour;;;2022-10-02 13:00:00 +01:00
02.10.2022 13:00;02.10.2022 12:00;10.98;PL0012A;PM10;hour;;;2022-10-02 14:00:00 +01:00
02.10.2022 14:00;02.10.2022 13:00;13.78;PL0012A;PM10;hour;;;2022-10-02 15:00:00 +01:00
02.10.2022 15:00;02.10.2022 14:00;13.10;PL0012A;PM10;hour;;;2022-10-02 16:00:00 +01:00
02.10.2022 16:00;02.10.2022 15:00;12.63;PL0012A;PM10;hour;;;2022-10-02 17:00:00 +01:00
02.10.2022 17:00;02.10.2022 16:00;13.04;PL0012A;PM10;hour;;;2022-10-02 18:00:00 +01:00
02.10.2022 18:00;02.10.2022 17:00;17.35;PL0012A;PM10;hour;;;2022-10-02 19:00:00 +01:00
02.10.2022 19:00;02.10.2022 18:00;21.66;PL0012A;PM10;hour;;;2022-10-02 20:00:00 +01:00
02.10.2022 20:00;02.10.2022 19:00;16.95;PL0012A;PM10;hour;;;2022-10-02 21:00:00 +01:00
